age_years,gender,ssc_percentage,hsc_percentage,degree_percentage,technical_score,aptitude_score,communication_score,skills_match_percentage,certifications_count,internship_experience,years_of_experience,previous_ctc_lpa,expected_ctc_lpa,bond_requirement,notice_period_days,employment_gap_months,interview_score,experience_category,ssc_band,hsc_band,degree_band,ssc_score,hsc_score,degree_score,academic_score,academic_performance_band,skill_match_level,interview_performance,placement_prob_score,placement_prob_band,degree_specialization_Computer Science,degree_specialization_Electronics,degree_specialization_Information Technology,degree_specialization_Mechanical,degree_specialization_Others,career_switch_willingness_Not Willing,career_switch_willingness_Unknown,career_switch_willingness_Willing,relevant_experience_Not Relevant,relevant_experience_Relevant,relevant_experience_Unknown,company_tier_Tier 1,company_tier_Tier 2,company_tier_Tier 3,job_role_match_Matched,job_role_match_Not Matched,job_role_match_Unknown,competition_level_High,competition_level_Low,competition_level_Medium,layoff_history_No,layoff_history_Unknown,layoff_history_Yes,relocation_willingness_Not Willing,relocation_willingness_Unknown,relocation_willingness_Willing,status
25.0,0.0,70.21726787,63.12062015,70.61134403,71.83656899,55.26655313,71.45451012,72.16649307,0.0,0.0,4.0,6.03888216,14.83193838,0.0,60.0,0.0,198.55763223999998,2.0,2.0,0.0,2.0,2.0,1.0,2.0,1.6666666666666667,0.0,0.0,2.0,0.5183221567927558,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
22.0,1.0,68.0438987,65.52911325,73.3355164,73.48486913,68.71975567,77.6136319,59.42963211,2.0,1.0,2.0,4.363597111,3.0,0.0,60.0,0.0,219.8182567,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,0.5029023062882867,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
27.0,1.0,74.84855805,77.46380784,74.75087033,79.26071691,57.26548484,72.50454047,72.29321236,1.0,0.0,0.0,6.178278886,10.65535877,1.0,0.0,0.0,209.03074221999998,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.4885328593545415,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
28.0,1.0,69.12823344,76.44704394,80.92255488,60.12266299,60.56218828,54.21160457,81.19607629,0.0,1.0,0.0,5.020530498,6.456344175,0.0,0.0,0.0,174.89645584,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.3215485999816441,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
22.0,1.0,61.99045934,73.30070556,73.53717189,67.921906,63.11337387,64.74510284,84.14549025,1.0,1.0,0.0,5.193433949,5.236293931,0.0,0.0,0.0,195.78038271000003,0.0,0.0,2.0,2.0,1.0,2.0,2.0,1.6666666666666667,0.0,0.0,2.0,0.4388177517145454,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
32.0,0.0,62.52427943,74.34681233,89.27201911,70.44634179,63.05464043,73.15607718,66.19058396,2.0,0.0,0.0,5.895824865,12.83721624,0.0,60.0,3.0,206.65705939999998,0.0,0.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,2.0,0.4345280972260316,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
22.0,0.0,57.76862914,68.98957411,83.28113461,87.62117952,61.58877938,69.34295772,58.27161336,3.0,0.0,0.0,3.977775258,6.530107043,0.0,0.0,3.0,218.55291662000002,0.0,0.0,2.0,2.0,1.0,2.0,2.0,1.6666666666666667,0.0,1.0,2.0,0.47317772178826645,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
28.0,1.0,71.96196867,73.73073616,69.61371975,77.72545451,70.50153378,73.10237323,64.08063822,1.0,0.0,0.0,3.021162582,6.548125906,0.0,15.0,0.0,221.32936152000002,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,0.4806023463458724,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
26.0,1.0,84.12485509,71.20080068,68.87775791,52.78742793,88.47475444,60.18180497,64.10320583,1.0,0.0,0.0,3.781152203,12.75413639,0.0,0.0,6.0,201.44398734,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,0.31035068684123346,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
30.0,0.0,60.82854366,68.64696834,74.05629126,63.63376122,71.13292079,72.93725996,95.13545269,0.0,1.0,3.0,5.100250777,6.271545908,0.0,0.0,6.0,207.70394197000002,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.6666666666666667,0.0,0.0,2.0,0.5783954431746392,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
26.0,0.0,65.59046485,82.18407212,75.89767227,87.59299906,51.29534042,62.94139479,68.09377648,2.0,0.0,0.0,4.827556244,8.536063627,0.0,90.0,3.0,201.82973427000002,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,0.45169556384559206,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
30.0,1.0,71.31900043,66.23315224,80.5722634,65.63950913,60.43719724,49.76710249,72.80037163,1.0,1.0,5.0,4.545777687,7.322763976,0.0,0.0,0.0,175.84380886,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.3951626818512668,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
28.0,0.0,58.14919173,59.00413408,88.73236514,60.95376514,56.23254293,56.58810013,77.69337349,2.0,0.0,1.0,1.123965069,6.744017558,1.0,0.0,6.0,173.77440819999998,1.0,0.0,0.0,1.0,1.0,1.0,3.0,1.6666666666666667,0.0,0.0,2.0,0.3379540227756125,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
31.0,1.0,72.41318479,59.40424321,68.87652811,73.46727142,59.00653927,62.39584761,70.17971597,1.0,0.0,0.0,5.985265614,7.665105026,0.0,30.0,0.0,194.8696583,0.0,2.0,0.0,2.0,2.0,1.0,2.0,1.6666666666666667,0.0,0.0,2.0,0.3961327578851781,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
32.0,0.0,79.49900817,72.06063559601901,74.26736555,59.52237233,74.6932077,50.24182518,77.64163153,1.0,0.0,1.0,5.884291084,3.879903584,1.0,60.0,0.0,184.45740521000002,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.3315261989900788,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
23.0,0.0,64.07334663,68.94889183,77.03102232,77.90038175,66.30885411,68.62774193,83.92507381,1.0,0.0,1.0,1.037081751,15.20711398,0.0,0.0,0.0,212.83697779,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.6666666666666667,0.0,0.0,2.0,0.5398976896871444,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
24.0,0.0,69.28861739,70.52655849,73.10015734,64.84770331,63.41161055,68.61612738,66.36800879,1.0,1.0,1.0,2.670259669,6.535952261,0.0,30.0,12.0,196.87544124,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,0.40021650166650113,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
31.0,1.0,82.37546188,66.01442456,68.87301685,78.27203376,62.69974153,73.05982396,75.78309095,2.0,0.0,1.0,5.376095219,8.79417799,1.0,0.0,18.0,214.03159925,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.5300623983858693,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
23.0,1.0,73.72937009,72.69359097,74.05121095,69.50413121,64.73670691,65.6501304,81.71070266,1.0,0.0,1.0,3.27423159,8.485497157,1.0,15.0,6.0,199.89096851999997,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.46684374768135595,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
33.0,1.0,71.46742021,72.50270757,67.72751818,69.00744305,50.65006256,62.16344033,98.6723794,1.0,0.0,3.0,4.57573199,4.370971434,1.0,0.0,0.0,181.82094594,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.4416333536056899,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
32.0,0.0,73.21313261,71.20876602,63.5563926,66.55619374,70.8875957,60.95141839,76.03561391,1.0,0.0,1.0,3.516318471,7.140936737,0.0,0.0,0.0,198.39520783,1.0,2.0,2.0,0.0,2.0,2.0,1.0,1.6666666666666667,0.0,0.0,2.0,0.41626883194001096,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
21.0,0.0,79.94936593,79.71280213,74.48012226,74.99723175,75.22961807,60.03776146,52.6311471,1.0,0.0,4.0,3.173514519,6.231078843,0.0,30.0,3.0,210.26461128,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,0.4399848862813797,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
34.0,1.0,70.72557456,63.40412005,71.18235318,40.0,56.10475237,58.78582202,83.61649624,0.0,1.0,3.0,3.141167374,9.777760246,0.0,0.0,6.0,154.89057438999998,1.0,2.0,0.0,2.0,2.0,1.0,2.0,1.6666666666666667,0.0,0.0,0.0,0.29944126234464485,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
21.0,1.0,59.61450828,69.15608552,82.18970067,64.61219536,72.15441623,80.52342961,54.10622239,1.0,0.0,1.0,6.497337765,8.044618042,0.0,60.0,3.0,217.2900412,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.6666666666666667,0.0,1.0,2.0,0.4394360154449324,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
26.0,1.0,80.63699297,66.8902449,75.93771792,64.43143392,67.79331891,63.76451231,80.11575351,1.0,1.0,0.0,5.101236644,11.0272304,0.0,0.0,3.0,195.98926514,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.4093859892275734,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
26.0,0.0,78.39622317,59.23021029,83.09113691,75.32093314,61.35243104,59.78179424,84.64502308,2.0,1.0,1.0,2.97659749,6.401728994,0.0,15.0,3.0,196.45515842,1.0,2.0,0.0,2.0,2.0,1.0,2.0,1.6666666666666667,0.0,0.0,2.0,0.4686141642592152,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
30.0,1.0,81.19950226,65.19623466,78.4689371,50.52914308,87.54334346,50.67239767,78.94191676,0.0,1.0,1.0,7.527336371,5.34409223,1.0,0.0,6.0,188.74488421,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.3165152821020475,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
22.0,1.0,67.1277453,75.4877059,74.65343713,85.12977551,61.43585554,78.0506979,77.3716679,1.0,1.0,3.0,4.672690783,8.532328744,0.0,0.0,3.0,224.61632895000002,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.6382570452136972,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
32.0,0.0,71.80243023,70.9302745,81.9987462,60.52336573,67.3096402,91.26777021,76.10072293,0.0,0.0,0.0,3.377809771,8.211725504,1.0,15.0,6.0,219.10077614,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.5285195736790242,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
33.0,0.0,63.54776563,79.42803177,75.25855886,72.9552614,51.47794701,57.02821096,80.64973281,3.0,1.0,0.0,3.961330321,7.180444429,0.0,30.0,3.0,181.46141937,0.0,0.0,2.0,2.0,1.0,2.0,2.0,1.6666666666666667,0.0,0.0,2.0,0.38585869069128087,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
31.0,0.0,70.63897595,74.70124727,55.0,72.14742772,67.55712304,76.76250243,72.41039557,1.0,1.0,1.0,3.321107355,4.287455181,0.0,30.0,0.0,216.46705319,1.0,2.0,2.0,0.0,2.0,2.0,1.0,1.6666666666666667,0.0,0.0,2.0,0.5157732909129381,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
22.0,0.0,60.45534382,65.39661611,64.16160366,71.67405448,68.21077448,71.41339411,58.66602979,1.0,1.0,2.0,6.797881312,9.353743341,0.0,0.0,0.0,211.29822307,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.3333333333333333,0.0,1.0,2.0,0.4543093288765232,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
29.0,1.0,87.17423495,51.04691001,75.292927,65.19228019,68.99644651,76.55313556,65.02802058,5.0,0.0,1.0,7.755527279,7.81507058,1.0,0.0,3.0,210.74186226,1.0,1.0,0.0,2.0,3.0,1.0,2.0,2.0,0.0,1.0,2.0,0.4534025182136351,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
33.0,0.0,78.00991036,82.16039622,86.6597758,52.59291696,52.37357619,81.30316801,74.22024487,0.0,1.0,4.0,5.918738723,5.450835426,0.0,0.0,0.0,186.26966116,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.3333333333333335,2.0,0.0,2.0,0.47260268148521795,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
26.0,0.0,61.18818534,74.96303408,87.91332729,45.8123159,45.17322485,83.73567296,63.40112462,1.0,1.0,1.0,6.930660676,9.522945601,0.0,30.0,0.0,174.72121371,1.0,0.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,2.0,0.33614430602549566,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
26.0,0.0,67.30622016,70.25025726,74.36916878,41.47324309,71.77476142,64.33690733,85.96716362,1.0,1.0,3.0,1.0,10.61372436,0.0,30.0,6.0,177.58491184000002,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.3789906248951948,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
24.0,0.0,66.40692707,79.53844036,71.60727009,83.07315962,65.21487453,57.69436897,77.25995269,0.0,1.0,2.0,3.536724377,7.957359836,0.0,30.0,6.0,205.98240312,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.4992806873701736,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
21.0,1.0,71.49780016,72.06063559601901,80.15946691,65.29272289,54.4067314,57.76091948,91.0445395,1.0,0.0,1.0,4.149558061,5.142790771,0.0,0.0,3.0,177.46037377,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.41268748379791653,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
33.0,0.0,69.08323182,61.63246811,86.43398138,68.28814524,49.87450909,70.05649047,66.199412,0.0,0.0,0.0,4.45665516,11.19828884,0.0,0.0,12.0,188.2191448,0.0,2.0,0.0,1.0,2.0,1.0,3.0,2.0,0.0,1.0,2.0,0.37879974731864596,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
29.0,1.0,69.13090284,84.29992967,69.54652928,74.80114436,52.91343151,62.16461634,70.90556387,4.0,0.0,1.0,1.117674392,11.6258686,0.0,0.0,3.0,189.87919221,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.4122831559495022,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
34.0,0.0,63.04686272,58.93159864,73.32708196,67.9121888,73.71426102,63.43010592,60.11190583,2.0,1.0,5.0,6.526976133,5.256201669,0.0,0.0,18.0,205.05655574000002,2.0,0.0,0.0,2.0,1.0,1.0,2.0,1.3333333333333333,0.0,1.0,2.0,0.46537205406926185,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
27.0,0.0,71.05707849,67.59053057,73.53446589,95.64106418,52.89885702,69.73454887,70.0743812,0.0,1.0,0.0,1.0,5.614651666,0.0,0.0,3.0,218.27447007,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.5436905672930885,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
30.0,0.0,80.20119252,81.61505525,66.72069881,52.91122418,59.53920755,67.56737281,77.17937102,3.0,0.0,0.0,2.683703997,8.912259742,0.0,15.0,6.0,180.01780454,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.34182989301774974,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
32.0,1.0,67.1774227,72.25983291,74.99974969,63.35263581,69.43711919,75.09098548,86.12163776,0.0,0.0,0.0,5.200845515,6.086994507,1.0,30.0,6.0,207.88074048000001,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.4928701974818558,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
22.0,1.0,58.32352462,63.34242708,75.06979045,57.47334786,71.59951943,45.0,70.76195454,2.0,0.0,1.0,2.449228311,10.59410573,1.0,60.0,0.0,174.07286729,1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.3333333333333333,0.0,0.0,2.0,0.25961263336665996,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
23.0,0.0,59.78590717,81.8513272,61.15187189,80.99407918,59.45230067,75.52738979,79.00232069,0.0,0.0,2.0,5.493580301,7.533405955,0.0,0.0,18.0,215.97376964,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.3333333333333333,0.0,0.0,2.0,0.5837436593334939,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
21.0,1.0,60.86878551,79.69402492,77.70242206,59.96233742,61.84870162,69.81712902,84.078397,4.0,1.0,0.0,4.702524951,8.276591643,0.0,0.0,0.0,191.62816806,0.0,0.0,2.0,2.0,1.0,2.0,2.0,1.6666666666666667,0.0,0.0,2.0,0.42208673226110743,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
30.0,0.0,54.26522483,74.52760233,68.20768279,74.08811627,88.86091399,48.2023719,68.87477521,1.0,0.0,3.0,10.28657087,8.591078415,0.0,0.0,0.0,211.15140216,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.6666666666666667,0.0,1.0,2.0,0.4347782134253985,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
26.0,1.0,86.82803001,61.64284437,84.69352696,66.49353687,73.57865692,61.82430574,63.3394588,4.0,0.0,2.0,7.847141093,7.678843345,0.0,0.0,0.0,201.89649953,1.0,1.0,0.0,2.0,3.0,1.0,2.0,2.0,0.0,1.0,2.0,0.400148502523508,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
34.0,0.0,70.56696736,67.21899955,78.79784786,58.75226776,61.2698826,68.439178,70.92989073,1.0,1.0,1.0,5.666410934,8.288865671,0.0,0.0,18.0,188.46132836,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.3788239697364372,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
24.0,0.0,50.0,72.80639614,81.75359706,72.96539315,55.72146505,53.25807509,100.0,2.0,0.0,3.0,8.117241426,5.91071551,0.0,30.0,3.0,181.94493329,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.6666666666666667,0.0,0.0,2.0,0.5035255125705212,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
22.0,0.0,80.50601124,71.96171496,85.71517416,90.51130052,73.79386694,64.39290897,79.20480957,1.0,1.0,3.0,6.459895896,9.409858526,0.0,0.0,0.0,228.69807643000001,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.3333333333333335,2.0,0.0,2.0,0.6214530876340922,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
